cliente_id,idade,genero,renda,score_credito,compra_semanal,cidade,estado,data_cadastro
CLI_00000666,57,F,9016.8,845.01,361.58,Sao Paulo,MS,2023-01-12
CLI_00000667,44,M,1287.24,998.46,359.61,Sao Paulo,GO,2022-04-06
CLI_00000668,74,F,20999.49,374.94,474.84,Rondonopolis,MT,2020-07-08
CLI_00000669,57,X,10755.41,42.18,41.59,Vilhena,MS,2020-11-06
CLI_00000670,39,M,20508.0,501.76,223.56,Rondonopolis,RO,2021-11-17
CLI_00000671,56,M,14305.46,134.01,93.43,Campo Grande,SP,2022-05-22
CLI_00000672,41,X,24370.3,787.5,321.65,Vilhena,MS,2023-12-27
CLI_00000673,56,X,4205.36,852.75,110.64,Campo Grande,MT,2020-02-20
CLI_00000674,20,X,23427.07,972.05,307.63,Rondonopolis,MS,2022-02-06
CLI_00000675,18,F,15922.51,229.77,539.73,Goiania,RO,2021-03-07
CLI_00000676,56,X,9263.99,26.03,445.73,Sao Paulo,SP,2020-02-01
CLI_00000677,31,F,5000.44,292.58,239.42,Cuiaba,MS,2023-10-26
CLI_00000678,51,X,23250.63,810.69,631.74,Rondonopolis,SP,2021-05-03
CLI_00000679,77,X,15495.89,883.38,161.71,Goiania,GO,2021-04-09
CLI_00000680,50,X,23896.43,510.49,426.86,Campo Grande,SP,2023-01-08
CLI_00000681,28,F,11667.19,790.75,165.32,Goiania,MT,2024-12-26
CLI_00000682,61,M,6191.68,347.43,333.23,Rondonopolis,GO,2021-09-25
CLI_00000683,35,M,23061.33,471.84,36.45,Campo Grande,MS,2022-10-26
CLI_00000684,28,M,7767.95,635.61,288.72,Goiania,SP,2023-10-19
CLI_00000685,43,M,11609.49,1.9,334.57,Campo Grande,RO,2024-10-19
CLI_00000686,32,X,19698.04,292.06,190.52,Cuiaba,GO,2023-07-27
CLI_00000687,71,F,21375.89,156.13,449.96,Sao Paulo,MS,2023-07-09
CLI_00000688,35,F,5554.44,577.48,582.38,Campo Grande,MS,2023-10-18
CLI_00000689,40,M,16569.82,486.14,641.47,Campo Grande,GO,2020-11-19
CLI_00000690,29,X,11561.18,850.01,545.24,Sao Paulo,RO,2021-10-06
CLI_00000691,60,M,3682.45,806.91,387.23,Sao Paulo,MS,2022-09-26
CLI_00000692,28,F,21166.27,870.41,289.49,Cuiaba,MS,2021-04-03
CLI_00000693,48,M,21037.74,262.89,301.18,Goiania,MS,2022-04-26
CLI_00000694,68,F,19153.68,863.36,302.61,Cuiaba,SP,2020-08-23
CLI_00000695,78,F,24899.99,209.01,545.62,Goiania,RO,2023-04-10
CLI_00000696,69,F,15925.6,808.02,357.61,Rondonopolis,GO,2023-10-25
CLI_00000697,76,M,5440.33,406.31,419.09,Rondonopolis,MT,2024-04-15
CLI_00000698,47,X,13304.98,118.4,203.12,Rondonopolis,SP,2023-01-01
CLI_00000699,49,X,12820.24,157.81,397.63,Sao Paulo,GO,2021-03-21
CLI_00000700,66,X,1261.02,296.28,559.03,Goiania,GO,2022-09-20
CLI_00000701,45,M,2815.71,48.53,339.13,Sao Paulo,SP,2024-12-26
CLI_00000702,36,F,3382.45,642.39,321.19,Sao Paulo,MT,2022-12-06
CLI_00000703,66,X,13131.53,414.93,431.14,Sao Paulo,GO,2023-07-04
CLI_00000704,71,F,10245.67,199.87,426.85,Goiania,GO,2023-09-25
CLI_00000705,51,F,15153.76,651.67,273.16,Campo Grande,GO,2023-10-09
CLI_00000706,62,F,15558.39,171.31,639.75,Campo Grande,SP,2021-02-18
CLI_00000707,18,M,3145.26,613.89,162.95,Vilhena,GO,2020-02-26
CLI_00000708,29,M,8376.7,715.86,73.29,Cuiaba,GO,2022-03-26
CLI_00000709,76,F,1576.13,151.11,310.65,Cuiaba,RO,2021-10-17
CLI_00000710,25,F,8092.91,968.87,360.92,Goiania,SP,2024-04-11
CLI_00000711,22,X,18864.21,97.59,444.42,Vilhena,MT,2020-02-14
CLI_00000712,24,X,17706.75,587.61,247.55,Rondonopolis,SP,2023-05-06
CLI_00000713,71,F,7902.98,585.68,263.51,Rondonopolis,RO,2020-02-26
CLI_00000714,79,M,6647.2,114.94,414.58,Vilhena,RO,2022-12-10
CLI_00000715,63,F,11011.34,892.58,237.03,Campo Grande,GO,2023-05-27
CLI_00000716,42,F,24940.85,647.68,717.75,Vilhena,MT,2020-05-28
CLI_00000717,38,M,7366.89,616.21,357.63,Rondonopolis,MT,2022-11-26
CLI_00000718,29,F,12520.24,649.45,456.91,Rondonopolis,GO,2020-04-13
CLI_00000719,66,X,11310.98,374.6,218.28,Rondonopolis,SP,2023-11-19
CLI_00000720,67,X,10618.14,390.52,67.59,Campo Grande,RO,2022-09-15
CLI_00000721,20,F,6927.58,742.72,222.64,Sao Paulo,SP,2023-08-11
CLI_00000722,55,X,9969.13,798.89,0,Campo Grande,RO,2021-03-03
CLI_00000723,35,X,13816.18,478.41,420.82,Campo Grande,RO,2021-06-28
CLI_00000724,52,M,3154.93,205.95,162.65,Cuiaba,GO,2021-07-15
CLI_00000725,17,M,21704.33,375.16,681.13,Campo Grande,GO,2022-04-01
CLI_00000726,28,M,18092.65,582.0,301.02,Vilhena,MT,2021-08-10
CLI_00000727,43,F,10059.23,989.45,358.59,Vilhena,MT,2024-12-16
CLI_00000728,34,M,4874.28,539.79,249.44,Sao Paulo,SP,2023-03-07
CLI_00000729,27,X,24613.87,785.99,229.92,Goiania,MS,2022-10-22
CLI_00000730,57,F,23282.67,371.1,183.79,Cuiaba,MT,2022-05-23
CLI_00000731,49,X,7723.41,430.06,137.95,Goiania,RO,2022-02-23
CLI_00000732,38,F,7107.82,683.69,275.54,Rondonopolis,MS,2021-03-07
CLI_00000733,79,X,9157.25,949.42,462.89,Cuiaba,MS,2020-03-15
CLI_00000734,25,F,11970.66,17.83,296.63,Goiania,GO,2024-02-14
CLI_00000735,45,F,19758.53,586.29,309.79,Goiania,GO,2023-01-21
CLI_00000736,80,F,8887.7,606.82,427.54,Goiania,MS,2021-06-01
CLI_00000737,19,F,21246.21,853.23,409.83,Goiania,SP,2020-10-13
CLI_00000738,56,F,24016.41,628.07,164.99,Goiania,RO,2020-08-18
CLI_00000739,64,F,12909.16,404.39,494.82,Vilhena,RO,2020-02-24
CLI_00000740,76,M,2289.22,878.49,445.66,Rondonopolis,RO,2022-11-01
CLI_00000741,76,F,9562.56,468.53,468.04,Vilhena,RO,2020-06-10
CLI_00000742,46,X,10708.4,887.08,427.83,Rondonopolis,MT,2023-08-18
CLI_00000743,34,X,18661.32,303.95,337.29,Sao Paulo,MT,2021-06-23
CLI_00000744,23,F,1935.14,648.18,273.78,Sao Paulo,MS,2023-04-24
CLI_00000745,57,X,15163.67,954.45,367.37,Campo Grande,GO,2024-07-12
CLI_00000746,35,M,5364.45,558.53,0,Sao Paulo,SP,2020-09-09
CLI_00000747,79,F,23485.7,163.17,381.51,Vilhena,MT,2022-06-03
CLI_00000748,35,M,4384.32,303.6,172.98,Rondonopolis,MT,2024-02-28
CLI_00000749,74,X,19071.6,487.2,339.59,Campo Grande,SP,2021-01-02
CLI_00000750,49,F,22580.44,181.94,235.01,Goiania,RO,2022-03-06
CLI_00000751,56,X,17467.22,684.37,412.9,Sao Paulo,SP,2024-09-06
CLI_00000752,33,X,21657.1,889.21,142.19,Campo Grande,MT,2020-04-25
CLI_00000753,55,F,8490.79,98.17,248.79,Goiania,RO,2021-08-04
CLI_00000754,27,M,10766.84,179.86,552.65,Campo Grande,MT,2020-02-22
CLI_00000755,67,F,4191.69,453.72,640.0,Rondonopolis,GO,2020-01-13
CLI_00000756,59,F,6960.9,788.69,416.89,Rondonopolis,SP,2023-09-12
CLI_00000757,32,M,2794.79,418.59,280.47,Goiania,SP,2023-05-07
CLI_00000758,77,M,10240.38,921.61,372.33,Cuiaba,GO,2020-10-15
CLI_00000759,70,M,12969.22,395.06,326.81,Rondonopolis,MS,2024-07-07
CLI_00000760,16,M,22149.49,835.83,531.51,Sao Paulo,GO,2020-09-21
CLI_00000761,26,M,16909.74,307.71,176.97,Goiania,GO,2022-10-16
CLI_00000762,33,F,23121.89,640.27,288.4,Cuiaba,GO,2020-05-28
CLI_00000763,79,M,22055.06,873.99,272.84,Goiania,MS,2020-02-21
CLI_00000764,44,M,10130.44,414.68,313.4,Vilhena,GO,2023-06-13
CLI_00000765,29,F,2837.94,518.85,158.5,Goiania,SP,2024-07-21
CLI_00000766,37,F,23551.54,590.97,218.43,Vilhena,GO,2022-05-13
CLI_00000767,56,M,18605.65,37.17,120.56,Rondonopolis,MT,2021-01-12
CLI_00000768,54,F,22363.55,236.39,300.48,Sao Paulo,GO,2024-07-18
CLI_00000769,25,F,18620.72,172.81,317.58,Campo Grande,RO,2022-06-03
CLI_00000770,34,X,8927.96,428.04,363.67,Cuiaba,MT,2020-08-11
CLI_00000771,20,X,10791.89,726.87,0.8,Sao Paulo,MS,2023-03-06
CLI_00000772,74,X,22642.6,759.05,613.28,Campo Grande,RO,2023-09-03
CLI_00000773,40,M,24375.57,672.18,90.39,Cuiaba,RO,2022-07-08
CLI_00000774,56,F,1426.25,690.61,256.63,Goiania,SP,2022-08-08
CLI_00000775,44,M,6160.86,633.6,141.47,Sao Paulo,GO,2020-01-19
CLI_00000776,19,X,14177.46,388.27,236.02,Rondonopolis,SP,2023-04-14
CLI_00000777,42,M,24587.04,469.56,402.06,Cuiaba,SP,2022-11-23
CLI_00000778,33,X,19241.96,801.66,214.26,Vilhena,MS,2022-09-16
CLI_00000779,39,X,22806.72,987.89,274.37,Sao Paulo,SP,2021-10-05
CLI_00000780,38,M,18613.41,116.77,319.08,Vilhena,MS,2020-05-09
CLI_00000781,68,M,16489.15,455.01,498.88,Rondonopolis,RO,2022-05-22
CLI_00000782,17,F,9056.54,321.03,140.03,Campo Grande,GO,2022-06-01
CLI_00000783,55,M,1522.59,899.69,285.52,Cuiaba,SP,2022-02-17
CLI_00000784,39,M,7151.88,578.33,402.56,Goiania,GO,2022-06-17
CLI_00000785,21,M,11213.52,623.02,292.74,Goiania,SP,2021-04-09
CLI_00000786,28,F,23227.24,887.09,394.68,Cuiaba,MS,2024-04-05
CLI_00000787,79,M,21689.06,373.47,507.39,Campo Grande,GO,2024-08-07
CLI_00000788,21,X,9379.1,85.51,378.85,Sao Paulo,MT,2023-03-17
CLI_00000789,38,X,3492.35,623.0,350.12,Campo Grande,RO,2022-08-03
CLI_00000790,77,M,19889.33,207.2,240.19,Sao Paulo,MT,2023-08-07
CLI_00000791,41,X,13162.45,971.19,237.84,Rondonopolis,MS,2024-02-11
CLI_00000792,35,F,5732.62,558.71,145.4,Rondonopolis,SP,2022-11-03
CLI_00000793,68,F,19067.81,43.36,435.03,Goiania,GO,2022-06-10
CLI_00000794,19,F,12844.39,79.18,239.98,Sao Paulo,RO,2023-04-24
CLI_00000795,24,X,3162.3,704.11,271.21,Cuiaba,RO,2023-08-20
CLI_00000796,48,M,23002.33,410.49,97.33,Vilhena,SP,2024-01-09
CLI_00000797,33,M,24876.69,739.77,321.05,Rondonopolis,RO,2022-03-16
CLI_00000798,68,M,23726.84,3.28,381.76,Goiania,MT,2024-02-16
CLI_00000799,21,M,17750.62,492.98,216.1,Vilhena,GO,2021-09-14
CLI_00000800,51,M,3223.11,115.26,304.62,Rondonopolis,SP,2024-02-28
CLI_00000801,39,X,6321.74,16.59,238.45,Cuiaba,MT,2023-03-02
CLI_00000802,27,M,12727.72,878.8,414.53,Rondonopolis,MS,2023-05-25
CLI_00000803,42,F,14405.28,595.33,314.54,Sao Paulo,RO,2021-06-04
CLI_00000804,42,M,3737.74,723.71,210.27,Rondonopolis,SP,2024-09-19
CLI_00000805,34,X,16629.08,656.0,151.48,Goiania,RO,2020-03-11
CLI_00000806,70,X,11227.59,432.27,207.33,Vilhena,RO,2022-09-13
CLI_00000807,34,M,7417.34,297.49,174.86,Sao Paulo,MT,2023-08-15
CLI_00000808,38,X,4054.03,36.9,197.63,Vilhena,MT,2021-01-23
CLI_00000809,52,M,17230.94,909.8,392.21,Rondonopolis,MS,2023-05-27
CLI_00000810,76,M,10421.42,233.53,240.3,Sao Paulo,MT,2022-10-27
CLI_00000811,74,F,24241.14,424.63,351.46,Goiania,RO,2023-10-05
CLI_00000812,28,X,15208.03,420.94,535.32,Campo Grande,RO,2020-10-08
CLI_00000813,72,M,6373.23,893.37,474.06,Campo Grande,RO,2022-12-03
CLI_00000814,57,X,1650.45,250.43,410.91,Vilhena,MS,2024-06-27
CLI_00000815,20,M,4156.47,560.48,360.98,Vilhena,MS,2024-05-09
CLI_00000816,51,M,19818.76,156.03,412.81,Sao Paulo,GO,2021-10-06
CLI_00000817,40,M,4334.35,213.7,225.69,Sao Paulo,GO,2023-07-05
CLI_00000818,62,F,11326.66,921.28,430.76,Sao Paulo,MS,2024-06-22
CLI_00000819,42,M,24547.1,825.92,529.42,Rondonopolis,GO,2024-09-20
CLI_00000820,42,F,5414.55,336.26,539.83,Rondonopolis,RO,2022-01-22
CLI_00000821,71,F,2840.88,259.89,366.65,Vilhena,GO,2022-10-08
CLI_00000822,53,M,19936.58,677.15,571.01,Rondonopolis,MT,2024-11-22
CLI_00000823,30,X,2259.42,164.3,290.66,Rondonopolis,RO,2023-04-08
CLI_00000824,78,X,19129.84,341.24,483.65,Cuiaba,SP,2022-02-13
CLI_00000825,61,X,8270.49,100.78,385.74,Vilhena,SP,2022-05-09
CLI_00000826,27,F,24637.84,43.39,557.64,Vilhena,GO,2022-10-06
CLI_00000827,71,M,23352.09,247.75,408.04,Rondonopolis,RO,2024-05-06
CLI_00000828,30,X,5343.55,241.77,481.66,Vilhena,RO,2023-03-18
CLI_00000829,69,X,12346.02,41.95,314.09,Sao Paulo,MS,2020-10-02
CLI_00000830,39,F,8443.97,819.62,274.7,Rondonopolis,MT,2024-11-06
CLI_00000831,68,X,4895.96,659.0,266.13,Campo Grande,GO,2023-03-05
CLI_00000832,54,M,4425.38,324.06,372.91,Campo Grande,GO,2022-02-17
CLI_00000833,58,X,23413.62,864.3,524.41,Vilhena,RO,2024-02-19
CLI_00000834,48,X,3518.89,875.13,178.1,Sao Paulo,GO,2020-09-04
CLI_00000835,28,F,17998.14,795.57,388.44,Sao Paulo,MT,2021-12-25
CLI_00000836,51,X,4174.34,347.43,3.38,Rondonopolis,MS,2023-08-21
CLI_00000837,21,M,8437.25,709.0,404.85,Cuiaba,SP,2024-07-22
CLI_00000838,61,X,14415.64,362.51,377.48,Sao Paulo,MS,2020-05-21
CLI_00000839,26,X,5843.16,964.22,565.12,Vilhena,SP,2024-09-06
CLI_00000840,68,X,14015.48,133.33,366.67,Campo Grande,MT,2021-11-15
CLI_00000841,16,F,2430.55,10.65,321.42,Campo Grande,GO,2024-03-06
CLI_00000842,66,M,20451.53,4.67,559.72,Campo Grande,SP,2022-09-24
CLI_00000843,78,F,9859.64,881.57,234.46,Vilhena,RO,2024-06-21
CLI_00000844,16,X,22554.72,714.12,149.47,Goiania,RO,2024-03-01
CLI_00000845,59,M,18191.04,823.38,0,Rondonopolis,GO,2020-02-16
CLI_00000846,25,F,14764.92,321.89,644.51,Sao Paulo,GO,2020-08-18
CLI_00000847,72,X,8540.08,602.75,66.57,Rondonopolis,MS,2023-02-14
CLI_00000848,31,X,9424.66,126.16,635.26,Goiania,MS,2021-04-08
CLI_00000849,44,M,1756.88,273.67,472.38,Sao Paulo,RO,2023-10-24
CLI_00000850,54,X,14859.67,631.08,363.9,Campo Grande,GO,2023-08-28
CLI_00000851,52,M,2154.14,466.0,228.28,Vilhena,MT,2023-03-08
CLI_00000852,50,M,18755.34,984.62,235.79,Cuiaba,SP,2020-10-12
CLI_00000853,60,M,15424.57,112.32,375.77,Rondonopolis,SP,2022-03-06
CLI_00000854,18,X,21374.55,859.72,186.75,Goiania,RO,2022-04-17
CLI_00000855,29,F,10083.13,998.75,0,Sao Paulo,RO,2020-02-18
CLI_00000856,49,X,14543.3,360.6,218.22,Vilhena,RO,2023-10-09
CLI_00000857,18,M,11109.93,944.13,295.87,Vilhena,MT,2021-09-23
CLI_00000858,74,F,15344.42,338.3,443.44,Vilhena,SP,2022-02-05
CLI_00000859,25,X,24946.22,799.68,42.01,Campo Grande,RO,2022-09-11
CLI_00000860,76,X,19770.82,250.86,368.29,Vilhena,RO,2024-04-03
CLI_00000861,19,X,13982.08,574.86,505.45,Goiania,SP,2021-07-14
CLI_00000862,53,M,5782.45,682.21,569.42,Rondonopolis,RO,2021-03-09
CLI_00000863,72,X,21706.53,881.6,306.99,Cuiaba,RO,2022-06-01
CLI_00000864,23,M,7470.61,241.65,313.61,Cuiaba,GO,2021-02-21
CLI_00000865,45,F,6679.16,98.8,236.68,Goiania,SP,2023-03-26
CLI_00000866,67,M,17866.84,324.02,262.71,Goiania,MS,2024-02-22
CLI_00000867,28,M,14554.55,494.04,399.66,Sao Paulo,MS,2020-10-22
CLI_00000868,68,M,24444.5,377.44,349.43,Campo Grande,RO,2023-08-06
CLI_00000869,75,M,14285.77,896.48,491.25,Sao Paulo,SP,2021-10-21
CLI_00000870,46,F,11808.65,817.43,293.77,Goiania,RO,2023-07-18
CLI_00000871,34,F,6621.22,834.21,271.9,Cuiaba,GO,2021-12-15
CLI_00000872,75,F,10796.03,579.65,350.28,Vilhena,GO,2021-01-17
CLI_00000873,32,F,19185.05,344.11,253.11,Rondonopolis,RO,2021-09-09
CLI_00000874,41,F,23606.72,955.79,391.54,Rondonopolis,RO,2020-01-22
CLI_00000875,54,F,15707.49,808.81,501.89,Goiania,RO,2023-12-15
CLI_00000876,61,F,23046.78,735.74,465.02,Rondonopolis,GO,2021-10-02
CLI_00000877,36,X,18198.6,464.41,69.4,Vilhena,GO,2020-05-11
CLI_00000878,60,F,2809.13,978.06,189.47,Goiania,MT,2024-07-28
CLI_00000879,30,X,12613.63,837.29,561.44,Sao Paulo,MT,2023-02-27
CLI_00000880,46,M,21595.75,120.37,468.86,Sao Paulo,RO,2020-12-17
CLI_00000881,69,X,19553.08,801.55,0,Rondonopolis,MT,2020-03-25
CLI_00000882,45,F,5346.67,997.82,84.7,Goiania,MT,2022-07-22
CLI_00000883,32,X,24939.15,496.13,245.89,Campo Grande,SP,2023-04-24
CLI_00000884,73,X,23483.97,232.27,126.47,Cuiaba,SP,2023-10-08
CLI_00000885,68,X,10360.37,91.27,447.47,Goiania,MT,2020-12-23
CLI_00000886,20,F,2074.56,125.17,415.46,Vilhena,RO,2021-10-19
CLI_00000887,69,M,6890.27,345.42,214.25,Goiania,MS,2023-05-17
CLI_00000888,75,F,21576.12,217.95,193.65,Campo Grande,GO,2022-10-22
CLI_00000889,62,X,1214.6,980.5,320.56,Cuiaba,MS,2021-01-06
CLI_00000890,79,F,1345.6,258.92,224.68,Goiania,MS,2023-01-27
CLI_00000891,49,X,7001.51,324.23,178.28,Sao Paulo,MS,2020-09-27
CLI_00000892,55,X,15350.71,662.61,372.51,Rondonopolis,MS,2020-08-15
CLI_00000893,42,M,22416.98,122.19,107.46,Cuiaba,MT,2022-03-20
CLI_00000894,40,X,15535.56,808.9,298.71,Vilhena,MT,2020-04-27
CLI_00000895,54,F,22296.8,115.52,230.0,Vilhena,GO,2022-04-09
CLI_00000896,67,X,3960.24,416.41,325.54,Sao Paulo,GO,2023-02-14
CLI_00000897,39,F,4436.89,277.94,164.11,Vilhena,MS,2023-09-06
CLI_00000898,42,F,5599.77,390.72,135.22,Goiania,SP,2022-11-22
CLI_00000899,27,F,2717.41,929.22,523.19,Vilhena,RO,2024-02-04
CLI_00000900,63,F,23457.42,421.08,325.1,Sao Paulo,SP,2023-10-14
CLI_00000901,36,X,14020.21,716.85,54.7,Sao Paulo,MS,2021-03-19
CLI_00000902,66,M,22821.98,430.69,10.38,Goiania,MS,2020-08-26
CLI_00000903,70,M,18018.87,724.83,852.58,Rondonopolis,SP,2023-12-02
CLI_00000904,73,M,9707.36,25.89,264.06,Goiania,MS,2024-05-10
CLI_00000905,29,M,12719.34,70.57,376.78,Sao Paulo,GO,2024-05-17
CLI_00000906,59,M,15928.53,458.62,443.24,Rondonopolis,RO,2020-06-10
CLI_00000907,35,M,19740.13,320.73,125.96,Cuiaba,MS,2021-04-12
CLI_00000908,44,M,9074.0,130.7,407.24,Vilhena,GO,2024-10-17
CLI_00000909,21,X,15307.05,836.07,320.42,Rondonopolis,MS,2024-10-19
CLI_00000910,24,X,8538.64,416.5,528.68,Goiania,SP,2023-09-12
CLI_00000911,41,M,13492.51,232.55,206.47,Rondonopolis,RO,2020-04-16
CLI_00000912,25,M,13231.55,690.02,309.14,Sao Paulo,MT,2020-02-12
CLI_00000913,79,F,12425.84,891.35,185.28,Campo Grande,GO,2021-01-27
CLI_00000914,36,X,22016.21,573.82,315.99,Vilhena,MS,2021-08-09
CLI_00000915,75,F,3766.16,263.44,512.11,Vilhena,RO,2022-02-10
CLI_00000916,22,M,21949.53,164.69,186.55,Campo Grande,MS,2024-09-19
CLI_00000917,74,F,12386.27,140.9,262.87,Sao Paulo,SP,2020-06-15
CLI_00000918,24,F,10448.56,449.94,117.46,Sao Paulo,MT,2021-04-17
CLI_00000919,43,M,5174.9,314.01,234.49,Campo Grande,MS,2021-05-13
CLI_00000920,17,X,12698.81,65.21,430.9,Cuiaba,GO,2021-04-24
CLI_00000921,29,F,6800.15,323.51,151.76,Vilhena,SP,2020-12-23
CLI_00000922,20,X,4175.85,508.54,88.73,Goiania,RO,2023-06-03
CLI_00000923,57,X,3246.21,400.37,242.63,Vilhena,RO,2020-06-28
CLI_00000924,61,F,16103.94,802.8,393.72,Goiania,MS,2024-08-04
CLI_00000925,43,F,17677.84,4.75,470.69,Rondonopolis,MT,2020-02-06
CLI_00000926,49,X,7488.18,866.71,491.47,Cuiaba,MT,2022-04-18
CLI_00000927,16,F,15637.59,613.76,323.83,Cuiaba,MT,2021-03-21
CLI_00000928,22,F,18823.27,288.73,120.55,Rondonopolis,GO,2024-07-12
CLI_00000929,76,F,15027.76,238.63,29.59,Sao Paulo,GO,2023-10-13
CLI_00000930,70,F,2447.34,840.7,182.05,Vilhena,GO,2020-12-05
CLI_00000931,18,X,7413.33,533.75,0,Rondonopolis,MT,2022-02-09
CLI_00000932,32,X,1892.8,866.92,302.98,Goiania,GO,2021-06-11
CLI_00000933,48,F,21116.63,902.05,404.81,Cuiaba,RO,2024-01-01
CLI_00000934,54,M,15885.69,263.18,257.09,Sao Paulo,MS,2023-06-08
CLI_00000935,27,X,12150.25,785.99,434.03,Cuiaba,SP,2024-08-16
CLI_00000936,69,M,1623.29,351.81,421.26,Cuiaba,GO,2020-08-13
CLI_00000937,16,M,9617.65,197.78,172.31,Goiania,SP,2021-03-03
CLI_00000938,66,F,10088.35,380.97,174.6,Cuiaba,RO,2024-01-02
CLI_00000939,65,M,13587.14,17.98,383.33,Rondonopolis,MT,2024-03-07
CLI_00000940,27,M,12230.57,810.31,409.92,Sao Paulo,MS,2021-10-23
CLI_00000941,61,F,4022.75,935.77,447.5,Goiania,MT,2024-10-11
CLI_00000942,39,M,22943.03,899.12,86.46,Rondonopolis,MT,2021-03-25
CLI_00000943,29,F,19911.46,581.78,197.51,Cuiaba,SP,2021-09-24
CLI_00000944,34,M,14062.85,255.58,397.92,Sao Paulo,MS,2023-10-09
CLI_00000945,69,M,18210.66,228.43,394.42,Rondonopolis,GO,2020-05-16
CLI_00000946,23,M,22027.14,636.61,444.42,Cuiaba,MT,2020-08-05
CLI_00000947,57,F,24985.09,950.18,57.23,Campo Grande,RO,2024-03-03
CLI_00000948,76,F,16980.04,292.72,417.15,Cuiaba,RO,2024-12-15
CLI_00000949,79,F,10339.8,552.2,438.25,Cuiaba,SP,2024-02-21
CLI_00000950,63,F,12837.55,242.18,319.49,Goiania,MT,2021-10-24
CLI_00000951,50,M,21054.95,542.54,312.71,Sao Paulo,MT,2023-06-12
CLI_00000952,25,X,17517.72,489.85,13.23,Vilhena,RO,2023-02-02
CLI_00000953,61,F,17535.29,534.67,183.95,Campo Grande,MT,2022-01-20
CLI_00000954,59,M,15569.87,202.76,301.93,Cuiaba,SP,2022-02-18
CLI_00000955,80,F,23975.99,762.43,220.91,Cuiaba,RO,2021-02-22
CLI_00000956,43,M,24677.38,310.37,391.05,Sao Paulo,RO,2022-09-11
CLI_00000957,43,F,19927.28,556.78,273.53,Goiania,MT,2021-12-12
CLI_00000958,80,M,24930.05,14.12,103.87,Vilhena,MS,2020-06-18
CLI_00000959,36,F,19282.47,968.62,421.98,Sao Paulo,MS,2024-08-27
CLI_00000960,38,M,2842.85,481.38,64.46,Rondonopolis,MS,2022-08-18
CLI_00000961,23,F,2667.55,327.73,624.77,Sao Paulo,GO,2022-02-18
CLI_00000962,42,X,22329.71,547.08,471.26,Vilhena,SP,2024-12-16
CLI_00000963,34,F,4682.17,506.69,348.05,Cuiaba,GO,2021-12-02
CLI_00000964,34,M,13158.82,108.54,147.84,Goiania,GO,2023-06-13
CLI_00000965,51,F,23883.53,190.39,427.26,Sao Paulo,MS,2022-01-12
CLI_00000966,62,F,23268.5,300.12,439.98,Goiania,MS,2022-09-18
CLI_00000967,31,M,22517.34,491.87,211.58,Campo Grande,GO,2024-09-12
CLI_00000968,70,M,3244.12,112.24,198.9,Campo Grande,SP,2021-10-06
CLI_00000969,59,F,22811.64,233.96,302.55,Campo Grande,RO,2022-02-26
CLI_00000970,25,X,12938.76,866.6,395.31,Rondonopolis,RO,2023-12-03
CLI_00000971,62,M,23716.81,373.46,258.53,Cuiaba,SP,2022-06-17
CLI_00000972,48,F,6195.0,128.58,250.56,Rondonopolis,RO,2021-06-28
CLI_00000973,74,F,21148.6,24.54,581.04,Sao Paulo,RO,2022-10-11
CLI_00000974,71,F,11310.48,145.74,597.84,Vilhena,GO,2022-04-04
CLI_00000975,51,M,14877.68,876.17,246.35,Sao Paulo,MT,2020-04-27
CLI_00000976,35,X,19524.97,56.72,489.25,Campo Grande,GO,2024-11-07
CLI_00000977,64,F,13397.11,193.92,400.06,Campo Grande,MT,2024-02-23
CLI_00000978,79,M,3882.36,472.97,331.52,Goiania,RO,2020-07-23
CLI_00000979,80,X,2231.22,882.91,178.46,Sao Paulo,MS,2023-10-02
CLI_00000980,41,X,1990.41,735.36,233.57,Campo Grande,RO,2024-01-13
CLI_00000981,18,F,6498.96,966.61,446.18,Goiania,RO,2021-01-14
CLI_00000982,78,F,6292.42,946.42,425.03,Cuiaba,MS,2020-07-26
CLI_00000983,25,X,15025.37,219.06,272.29,Rondonopolis,GO,2024-02-23
CLI_00000984,70,X,8229.57,682.96,211.58,Goiania,SP,2024-10-25
CLI_00000985,46,M,12945.0,62.34,362.49,Vilhena,MT,2023-10-26
CLI_00000986,74,M,8139.94,432.24,356.71,Vilhena,RO,2021-01-01
CLI_00000987,46,M,15604.71,530.21,328.61,Vilhena,MS,2020-03-12
CLI_00000988,68,X,1812.95,360.08,329.53,Rondonopolis,RO,2020-09-14
CLI_00000989,75,F,11001.17,690.01,476.03,Rondonopolis,MT,2024-08-12
CLI_00000990,63,F,15725.35,527.05,448.5,Rondonopolis,RO,2021-06-24
CLI_00000991,75,F,12622.78,858.29,352.53,Vilhena,MS,2023-07-10
CLI_00000992,79,M,1523.74,399.18,425.05,Goiania,GO,2023-06-28
CLI_00000993,79,F,6290.96,348.46,328.56,Campo Grande,MS,2020-02-07
CLI_00000994,61,F,23236.28,90.38,179.47,Campo Grande,MT,2022-09-11
CLI_00000995,38,X,8491.84,904.6,197.25,Vilhena,MT,2020-11-17
CLI_00000996,17,X,15453.31,804.25,337.31,Goiania,SP,2024-12-20
CLI_00000997,39,X,13775.18,411.88,512.87,Campo Grande,MT,2024-07-02
CLI_00000998,52,M,19393.64,510.98,426.25,Rondonopolis,MT,2024-05-03
